order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,_sdc_deleted_at,_sdc_received_at,_sdc_extracted_at,_sdc_batched_at,_sdc_table_version,_sdc_sequence,_sdc_source_file,_sdc_source_lineno,_sdc_sync_started_at,order_id,product_id,unit_price,quantity,discount,_sdc_batched_at,_sdc_received_at,_sdc_deleted_at,_sdc_extracted_at,_sdc_table_version,_sdc_sequence,_sdc_source_file,_sdc_source_lineno,_sdc_sync_started_at
10367,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,,2025-01-31 16:54:09.8279,2025-01-31 16:46:07.174526,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,121,1738342429848,10367,34,11.2,36,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.310939,,2025-01-31 16:25:34.470166,,1738342448311,order_details-20250131T132534.singer.gz,318,1738342429848
10367,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,,2025-01-31 16:54:09.8279,2025-01-31 16:46:07.174526,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,121,1738342429848,10367,54,5.9,18,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.31099,,2025-01-31 16:25:34.470181,,1738342448311,order_details-20250131T132534.singer.gz,319,1738342429848
10367,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,,2025-01-31 16:54:09.8279,2025-01-31 16:46:07.174526,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,121,1738342429848,10367,65,16.8,15,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311041,,2025-01-31 16:25:34.470196,,1738342448311,order_details-20250131T132534.singer.gz,320,1738342429848
10367,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,,2025-01-31 16:54:09.8279,2025-01-31 16:46:07.174526,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,121,1738342429848,10367,77,10.4,7,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311092,,2025-01-31 16:25:34.47021,,1738342448311,order_details-20250131T132534.singer.gz,321,1738342429848
10368,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,2025-01-31 16:54:09.827981,2025-01-31 16:46:07.174552,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,122,1738342429848,10368,21,8,5,0.1,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311143,,2025-01-31 16:25:34.470227,,1738342448311,order_details-20250131T132534.singer.gz,322,1738342429848
10368,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,2025-01-31 16:54:09.827981,2025-01-31 16:46:07.174552,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,122,1738342429848,10368,28,36.4,13,0.1,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311194,,2025-01-31 16:25:34.470242,,1738342448311,order_details-20250131T132534.singer.gz,323,1738342429848
10368,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,2025-01-31 16:54:09.827981,2025-01-31 16:46:07.174552,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,122,1738342429848,10368,57,15.6,25,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311245,,2025-01-31 16:25:34.470257,,1738342448311,order_details-20250131T132534.singer.gz,324,1738342429848
10368,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,2025-01-31 16:54:09.827981,2025-01-31 16:46:07.174552,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,122,1738342429848,10368,64,26.6,35,0.1,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311296,,2025-01-31 16:25:34.470272,,1738342448311,order_details-20250131T132534.singer.gz,325,1738342429848
10369,SPLIR,8,1996-12-02,1996-12-30,1996-12-09,2,195.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,,2025-01-31 16:54:09.828061,2025-01-31 16:46:07.174575,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,123,1738342429848,10369,29,99,20,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311346,,2025-01-31 16:25:34.470287,,1738342448311,order_details-20250131T132534.singer.gz,326,1738342429848
10369,SPLIR,8,1996-12-02,1996-12-30,1996-12-09,2,195.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,,2025-01-31 16:54:09.828061,2025-01-31 16:46:07.174575,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,123,1738342429848,10369,56,30.4,18,0.25,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311401,,2025-01-31 16:25:34.470301,,1738342448311,order_details-20250131T132534.singer.gz,327,1738342429848
10370,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,,2025-01-31 16:54:09.828146,2025-01-31 16:46:07.174601,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,124,1738342429848,10370,1,14.4,15,0.15,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311454,,2025-01-31 16:25:34.470316,,1738342448311,order_details-20250131T132534.singer.gz,328,1738342429848
10370,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,,2025-01-31 16:54:09.828146,2025-01-31 16:46:07.174601,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,124,1738342429848,10370,64,26.6,30,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311508,,2025-01-31 16:25:34.470331,,1738342448312,order_details-20250131T132534.singer.gz,329,1738342429848
10370,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,,2025-01-31 16:54:09.828146,2025-01-31 16:46:07.174601,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,124,1738342429848,10370,74,8,20,0.15,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311564,,2025-01-31 16:25:34.470346,,1738342448312,order_details-20250131T132534.singer.gz,330,1738342429848
10371,LAMAI,1,1996-12-03,1996-12-31,1996-12-24,1,0.45,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,,2025-01-31 16:54:09.828229,2025-01-31 16:46:07.174625,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,125,1738342429848,10371,36,15.2,6,0.2,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311617,,2025-01-31 16:25:34.470361,,1738342448312,order_details-20250131T132534.singer.gz,331,1738342429848
10372,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,890.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,,2025-01-31 16:54:09.828311,2025-01-31 16:46:07.174649,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,126,1738342429848,10372,20,64.8,12,0.25,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.31167,,2025-01-31 16:25:34.470376,,1738342448312,order_details-20250131T132534.singer.gz,332,1738342429848
10372,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,890.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,,2025-01-31 16:54:09.828311,2025-01-31 16:46:07.174649,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,126,1738342429848,10372,38,210.8,40,0.25,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.31172,,2025-01-31 16:25:34.470391,,1738342448312,order_details-20250131T132534.singer.gz,333,1738342429848
10372,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,890.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,,2025-01-31 16:54:09.828311,2025-01-31 16:46:07.174649,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,126,1738342429848,10372,60,27.2,70,0.25,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311772,,2025-01-31 16:25:34.470406,,1738342448312,order_details-20250131T132534.singer.gz,334,1738342429848
10372,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,890.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,,2025-01-31 16:54:09.828311,2025-01-31 16:46:07.174649,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,126,1738342429848,10372,72,27.8,42,0.25,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311824,,2025-01-31 16:25:34.47042,,1738342448312,order_details-20250131T132534.singer.gz,335,1738342429848
10373,HUNGO,4,1996-12-05,1997-01-02,1996-12-11,3,124.12,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,2025-01-31 16:54:09.828392,2025-01-31 16:46:07.174673,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,127,1738342429848,10373,58,10.6,80,0.2,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311875,,2025-01-31 16:25:34.470435,,1738342448312,order_details-20250131T132534.singer.gz,336,1738342429848
10373,HUNGO,4,1996-12-05,1997-01-02,1996-12-11,3,124.12,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,2025-01-31 16:54:09.828392,2025-01-31 16:46:07.174673,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,127,1738342429848,10373,71,17.2,50,0.2,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311927,,2025-01-31 16:25:34.470451,,1738342448312,order_details-20250131T132534.singer.gz,337,1738342429848
10374,WOLZA,1,1996-12-05,1997-01-02,1996-12-09,3,3.94,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,,2025-01-31 16:54:09.828474,2025-01-31 16:46:07.174699,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,128,1738342429848,10374,31,10,30,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.311978,,2025-01-31 16:25:34.470466,,1738342448312,order_details-20250131T132534.singer.gz,338,1738342429848
10374,WOLZA,1,1996-12-05,1997-01-02,1996-12-09,3,3.94,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,,2025-01-31 16:54:09.828474,2025-01-31 16:46:07.174699,2025-01-31 16:54:09.781973,,1738342449828,public-orders-20250131T134606.singer.gz,128,1738342429848,10374,58,10.6,15,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.312029,,2025-01-31 16:25:34.47048,,1738342448312,order_details-20250131T132534.singer.gz,339,1738342429848
10375,HUNGC,3,1996-12-06,1997-01-03,1996-12-09,2,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,,2025-01-31 16:54:09.828563,2025-01-31 16:46:07.174725,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,129,1738342429848,10375,14,18.6,15,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.312081,,2025-01-31 16:25:34.470495,,1738342448312,order_details-20250131T132534.singer.gz,340,1738342429848
10375,HUNGC,3,1996-12-06,1997-01-03,1996-12-09,2,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,,2025-01-31 16:54:09.828563,2025-01-31 16:46:07.174725,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,129,1738342429848,10375,54,5.9,10,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.312136,,2025-01-31 16:25:34.47051,,1738342448312,order_details-20250131T132534.singer.gz,341,1738342429848
10376,MEREP,1,1996-12-09,1997-01-06,1996-12-13,2,20.39,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,,2025-01-31 16:54:09.828647,2025-01-31 16:46:07.17475,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,130,1738342429848,10376,31,10,42,0.05,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.31219,,2025-01-31 16:25:34.470525,,1738342448312,order_details-20250131T132534.singer.gz,342,1738342429848
10377,SEVES,1,1996-12-09,1997-01-06,1996-12-13,3,22.21,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,,2025-01-31 16:54:09.82873,2025-01-31 16:46:07.174773,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,131,1738342429848,10377,28,36.4,20,0.15,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.312243,,2025-01-31 16:25:34.47054,,1738342448312,order_details-20250131T132534.singer.gz,343,1738342429848
10377,SEVES,1,1996-12-09,1997-01-06,1996-12-13,3,22.21,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,,2025-01-31 16:54:09.82873,2025-01-31 16:46:07.174773,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,131,1738342429848,10377,39,14.4,20,0.15,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.312294,,2025-01-31 16:25:34.470555,,1738342448312,order_details-20250131T132534.singer.gz,344,1738342429848
10378,FOLKO,5,1996-12-10,1997-01-07,1996-12-19,3,5.44,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,,2025-01-31 16:54:09.828811,2025-01-31 16:46:07.174797,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,132,1738342429848,10378,71,17.2,6,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.312345,,2025-01-31 16:25:34.470571,,1738342448312,order_details-20250131T132534.singer.gz,345,1738342429848
10379,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,45.03,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,,2025-01-31 16:54:09.828893,2025-01-31 16:46:07.17482,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,133,1738342429848,10379,41,7.7,8,0.1,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.312396,,2025-01-31 16:25:34.470587,,1738342448312,order_details-20250131T132534.singer.gz,346,1738342429848
10379,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,45.03,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,,2025-01-31 16:54:09.828893,2025-01-31 16:46:07.17482,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,133,1738342429848,10379,63,35.1,16,0.1,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.312447,,2025-01-31 16:25:34.470603,,1738342448312,order_details-20250131T132534.singer.gz,347,1738342429848
10379,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,45.03,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,,2025-01-31 16:54:09.828893,2025-01-31 16:46:07.17482,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,133,1738342429848,10379,65,16.8,20,0.1,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.3125,,2025-01-31 16:25:34.470618,,1738342448313,order_details-20250131T132534.singer.gz,348,1738342429848
10380,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,2025-01-31 16:54:09.828972,2025-01-31 16:46:07.174845,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,134,1738342429848,10380,30,20.7,18,0.1,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.31255,,2025-01-31 16:25:34.470633,,1738342448313,order_details-20250131T132534.singer.gz,349,1738342429848
10380,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,2025-01-31 16:54:09.828972,2025-01-31 16:46:07.174845,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,134,1738342429848,10380,53,26.2,20,0.1,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.312602,,2025-01-31 16:25:34.470648,,1738342448313,order_details-20250131T132534.singer.gz,350,1738342429848
10380,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,2025-01-31 16:54:09.828972,2025-01-31 16:46:07.174845,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,134,1738342429848,10380,60,27.2,6,0.1,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.312652,,2025-01-31 16:25:34.470663,,1738342448313,order_details-20250131T132534.singer.gz,351,1738342429848
10380,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,2025-01-31 16:54:09.828972,2025-01-31 16:46:07.174845,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,134,1738342429848,10380,70,12,30,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.312703,,2025-01-31 16:25:34.470678,,1738342448313,order_details-20250131T132534.singer.gz,352,1738342429848
10381,LILAS,3,1996-12-12,1997-01-09,1996-12-13,3,7.99,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,,2025-01-31 16:54:09.829054,2025-01-31 16:46:07.17487,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,135,1738342429848,10381,74,8,14,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.312754,,2025-01-31 16:25:34.470693,,1738342448313,order_details-20250131T132534.singer.gz,353,1738342429848
10382,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,2025-01-31 16:54:09.829136,2025-01-31 16:46:07.174893,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,136,1738342429848,10382,5,17,32,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.312805,,2025-01-31 16:25:34.470708,,1738342448313,order_details-20250131T132534.singer.gz,354,1738342429848
10382,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,2025-01-31 16:54:09.829136,2025-01-31 16:46:07.174893,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,136,1738342429848,10382,18,50,9,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.312855,,2025-01-31 16:25:34.470723,,1738342448313,order_details-20250131T132534.singer.gz,355,1738342429848
10382,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,2025-01-31 16:54:09.829136,2025-01-31 16:46:07.174893,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,136,1738342429848,10382,29,99,14,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.312906,,2025-01-31 16:25:34.470738,,1738342448313,order_details-20250131T132534.singer.gz,356,1738342429848
10382,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,2025-01-31 16:54:09.829136,2025-01-31 16:46:07.174893,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,136,1738342429848,10382,33,2,60,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.31296,,2025-01-31 16:25:34.470753,,1738342448313,order_details-20250131T132534.singer.gz,357,1738342429848
10382,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,,2025-01-31 16:54:09.829136,2025-01-31 16:46:07.174893,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,136,1738342429848,10382,74,8,50,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.313014,,2025-01-31 16:25:34.470769,,1738342448313,order_details-20250131T132534.singer.gz,358,1738342429848
10383,AROUT,8,1996-12-16,1997-01-13,1996-12-18,3,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,,2025-01-31 16:54:09.829218,2025-01-31 16:46:07.17492,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,137,1738342429848,10383,13,4.8,20,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.313065,,2025-01-31 16:25:34.470784,,1738342448313,order_details-20250131T132534.singer.gz,359,1738342429848
10383,AROUT,8,1996-12-16,1997-01-13,1996-12-18,3,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,,2025-01-31 16:54:09.829218,2025-01-31 16:46:07.17492,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,137,1738342429848,10383,50,13,15,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.313116,,2025-01-31 16:25:34.470799,,1738342448313,order_details-20250131T132534.singer.gz,360,1738342429848
10383,AROUT,8,1996-12-16,1997-01-13,1996-12-18,3,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,,2025-01-31 16:54:09.829218,2025-01-31 16:46:07.17492,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,137,1738342429848,10383,56,30.4,20,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.313167,,2025-01-31 16:25:34.470814,,1738342448313,order_details-20250131T132534.singer.gz,361,1738342429848
10384,BERGS,3,1996-12-16,1997-01-13,1996-12-20,3,168.64,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,,2025-01-31 16:54:09.829305,2025-01-31 16:46:07.174944,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,138,1738342429848,10384,20,64.8,28,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.313217,,2025-01-31 16:25:34.470829,,1738342448313,order_details-20250131T132534.singer.gz,362,1738342429848
10384,BERGS,3,1996-12-16,1997-01-13,1996-12-20,3,168.64,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,,2025-01-31 16:54:09.829305,2025-01-31 16:46:07.174944,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,138,1738342429848,10384,60,27.2,15,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.313268,,2025-01-31 16:25:34.470843,,1738342448313,order_details-20250131T132534.singer.gz,363,1738342429848
10385,SPLIR,1,1996-12-17,1997-01-14,1996-12-23,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,,2025-01-31 16:54:09.82939,2025-01-31 16:46:07.174969,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,139,1738342429848,10385,7,24,10,0.2,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.313319,,2025-01-31 16:25:34.470858,,1738342448313,order_details-20250131T132534.singer.gz,364,1738342429848
10385,SPLIR,1,1996-12-17,1997-01-14,1996-12-23,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,,2025-01-31 16:54:09.82939,2025-01-31 16:46:07.174969,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,139,1738342429848,10385,60,27.2,20,0.2,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.313369,,2025-01-31 16:25:34.470874,,1738342448313,order_details-20250131T132534.singer.gz,365,1738342429848
10385,SPLIR,1,1996-12-17,1997-01-14,1996-12-23,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,,2025-01-31 16:54:09.82939,2025-01-31 16:46:07.174969,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,139,1738342429848,10385,68,10,8,0.2,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.31342,,2025-01-31 16:25:34.470888,,1738342448313,order_details-20250131T132534.singer.gz,366,1738342429848
10386,FAMIA,9,1996-12-18,1997-01-01,1996-12-25,3,13.99,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,,2025-01-31 16:54:09.829473,2025-01-31 16:46:07.174994,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,140,1738342429848,10386,24,3.6,15,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.313471,,2025-01-31 16:25:34.470904,,1738342448313,order_details-20250131T132534.singer.gz,367,1738342429848
10386,FAMIA,9,1996-12-18,1997-01-01,1996-12-25,3,13.99,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,,2025-01-31 16:54:09.829473,2025-01-31 16:46:07.174994,2025-01-31 16:54:09.781973,,1738342449829,public-orders-20250131T134606.singer.gz,140,1738342429848,10386,34,11.2,10,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.313525,,2025-01-31 16:25:34.470918,,1738342448314,order_details-20250131T132534.singer.gz,368,1738342429848
10387,SANTG,1,1996-12-18,1997-01-15,1996-12-20,2,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,,2025-01-31 16:54:09.829552,2025-01-31 16:46:07.175019,2025-01-31 16:54:09.781973,,1738342449830,public-orders-20250131T134606.singer.gz,141,1738342429848,10387,24,3.6,15,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.313577,,2025-01-31 16:25:34.470933,,1738342448314,order_details-20250131T132534.singer.gz,369,1738342429848
10387,SANTG,1,1996-12-18,1997-01-15,1996-12-20,2,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,,2025-01-31 16:54:09.829552,2025-01-31 16:46:07.175019,2025-01-31 16:54:09.781973,,1738342449830,public-orders-20250131T134606.singer.gz,141,1738342429848,10387,28,36.4,6,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.313628,,2025-01-31 16:25:34.470948,,1738342448314,order_details-20250131T132534.singer.gz,370,1738342429848
10387,SANTG,1,1996-12-18,1997-01-15,1996-12-20,2,93.63,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,,2025-01-31 16:54:09.829552,2025-01-31 16:46:07.175019,2025-01-31 16:54:09.781973,,1738342449830,public-orders-20250131T134606.singer.gz,141,1738342429848,10387,59,44,12,0,2025-01-31 16:54:00.927549,2025-01-31 16:54:08.313679,,2025-01-31 16:25:34.470964,,1738342448314,order_details-20250131T132534.singer.gz,371,1738342429848
